GID,"Last, First",First  Last,Date,Team,Opp,H/A,GameID,GTime(ET),Team pts,Opp pts,Start,Minutes,GP,active,FDP,DKP,DDP,YHP,Stats,DoubleD,TripleD,FD Sal,FD Change,DK Sal,DK Change,DD Sal,DD Change,YH Sal,YH Change,FD pos,DK pos,DD pos,YH pos,date
4948,"Harrison, Andrew",Andrew Harrison,20170108,mem,uta,H,20170108-uta-mem,20,88,79,0,8.4,1,1,4.5,5,4.75,5,3pt 1as 1trey 1-4fg,0,0,3600,-300,4000,-200,7200,-550,10,0,1,1,12,1,2017-01-08
4122,"Speights, Marreese",Marreese Speights,20170108,lac,mia,H,20170108-mia-lac,15.5,98,86,0,14.43333333,1,1,23.9,26,27,25.4,19pt 2rb 1as 1bl 1to 3trey 6-8fg 4-4ft,0,0,4200,0,4000,0,7050,-350,10,-2,4,45,45,5,2017-01-08
4077,"Gordon, Eric",Eric Gordon,20170108,hou,tor,A,20170108-hou-tor,18,129,122,0,33.31666667,1,1,30.3,31,29.25,30.8,19pt 4rb 3as 1bl 1trey 7-16fg 4-4ft,0,0,5900,100,5900,100,10950,-450,22,0,2,2,2,2,2017-01-08
4978,"Bolomboy, Joel",Joel Bolomboy,20170108,uta,mem,A,20170108-uta-mem,20,79,88,0,0,0,0,0,0,0,0,,0,0,3500,0,3000,0,5000,0,10,0,4,4,4,4,2017-01-08
4685,"Wilcox, C.J.",C.J. Wilcox,20170108,orl,lal,A,20170108-orl-lal,21.5,95,111,0,0.883333333,1,1,0,0,0,0,0pt,0,0,3500,0,3000,0,5000,0,10,0,2,2,2,2,2017-01-08
4373,"Vucevic, Nikola",Nikola Vucevic,20170108,orl,lal,A,20170108-orl-lal,21.5,95,111,0,26.11666667,1,1,38.4,39.75,37.5,38.9,19pt 7rb 4as 1st 2bl 1to 1trey 8-17fg 2-4ft,0,0,6800,-100,6800,500,14350,750,24,0,5,5,45,5,2017-01-08
4652,"Noel, Nerlens",Nerlens Noel,20170108,phi,bkn,A,20170108-phi-bkn,12,105,95,0,24.01666667,1,1,18.8,19,17.75,18.8,8pt 4rb 3st 3-8fg 2-2ft,0,0,4600,300,4000,100,7700,150,16,0,4,5,45,5,2017-01-08
4490,"Middleton, Khris",Khris Middleton,20170108,mil,was,H,20170108-was-mil,14,101,107,0,0,0,0,0,0,0,0,,0,0,NA,NA,3000,0,5250,250,10,0,NA,2,23,2,2017-01-08
4267,"Booker, Trevor",Trevor Booker,20170108,bkn,phi,H,20170108-phi-bkn,12,95,105,1,18.28333333,1,1,17.3,17.5,17.25,17.3,4pt 4rb 3as 1st 1bl 2-3fg,0,0,5500,0,6000,300,12050,1250,22,0,4,4,4,4,2017-01-08
4579,"Reed, Willie",Willie Reed,20170108,mia,lac,A,20170108-mia-lac,15.5,86,98,0,16.86666667,1,1,19,20,19,19,4pt 10rb 1st 1bl 1to 2-6fg,0,0,4500,400,5000,800,5900,-350,12,2,5,5,45,5,2017-01-08
4509,"Robinson, Thomas",Thomas Robinson,20170108,lal,orl,H,20170108-orl-lal,21.5,111,95,0,10,1,1,14.2,15,14.25,14.2,4pt 6rb 1st 1bl 1to 2-5fg,0,0,4000,100,3400,300,6400,-150,10,0,4,4,45,4,2017-01-08
4411,"Leuer, Jon",Jon Leuer,20170108,det,por,A,20170108-det-por,21,125,124,1,6.25,1,1,1.5,1.5,1.5,1.5,0pt 1as,0,0,4800,-100,NA,NA,9050,400,NA,NA,4,NA,45,NA,2017-01-08
3891,"Lowry, Kyle",Kyle Lowry,20170108,tor,hou,H,20170108-hou-tor,18,122,129,1,39.78333333,1,1,32,34.25,32.75,32.5,12pt 5rb 6as 4st 3to 1trey 2-7fg 7-10ft,0,0,8600,-100,8300,-100,17700,50,40,-2,1,1,1,1,2017-01-08
4611,"Clark, Ian",Ian Clark,20170108,gsw,sac,A,20170108-gsw-sac,21,117,106,0,9.516666667,1,1,4,4,3,4,4pt 1-5fg 2-2ft,0,0,3500,0,3000,0,5000,0,10,0,2,12,12,2,2017-01-08
3733,"Bass, Brandon",Brandon Bass,20170108,lac,mia,H,20170108-mia-lac,15.5,98,86,0,20.36666667,1,1,18.8,20,19,18.8,12pt 4rb 2st 2to 5-9fg 2-2ft,0,0,3500,0,3000,0,5000,0,10,0,4,4,45,4,2017-01-08
4367,"Thompson, Klay",Klay Thompson,20170108,gsw,sac,A,20170108-gsw-sac,21,117,106,1,36.35,1,1,23.2,26.5,24,23.7,18pt 6rb 2as 5to 1trey 8-19fg 1-2ft,0,0,6700,400,6400,0,13600,900,29,0,2,2,23,2,2017-01-08
5010,"Onuaku, Chinanu",Chinanu Onuaku,20170108,hou,tor,A,20170108-hou-tor,18,129,122,0,0,0,1,0,0,0,0,,0,0,3500,0,3000,0,5000,0,10,0,5,5,5,5,2017-01-08
4952,"Chriss, Marquese",Marquese Chriss,20170108,pho,cle,H,20170108-cle-pho,20.5,116,120,1,33.05,1,1,28.6,29.75,28.25,29.1,12pt 3rb 4as 1st 3bl 1to 1trey 4-11fg 3-4ft,0,0,3700,-100,3500,100,5000,-400,10,0,4,4,4,4,2017-01-08
4708,"Caboclo, Bruno",Bruno Caboclo,20170108,tor,hou,H,20170108-hou-tor,18,122,129,0,0,0,1,0,0,0,0,,0,0,3500,0,3000,0,5000,0,10,0,3,3,3,3,2017-01-08
4904,"Saric, Dario",Dario Saric,20170108,phi,bkn,A,20170108-phi-bkn,12,105,95,0,29.5,1,1,22,25.75,25,23.5,18pt 5rb 1st 4to 3trey 5-13fg 5-6ft,0,0,4100,-100,4500,0,8900,-100,10,0,4,34,4,3,2017-01-08
4846,"Vaughn, Rashad",Rashad Vaughn,20170108,mil,was,H,20170108-was-mil,14,101,107,0,0,0,0,0,0,0,0,,0,0,3500,0,3000,0,6400,0,10,0,2,2,23,2,2017-01-08
3861,"Redick, J.J.",J.J. Redick,20170108,lac,mia,H,20170108-mia-lac,15.5,98,86,1,33.48333333,1,1,35.4,38.25,37.5,37.4,25pt 7rb 2as 1to 4trey 9-19fg 3-4ft,0,0,4300,-100,5100,-100,8250,-1200,15,0,2,2,2,2,2017-01-08
4571,"Snell, Tony",Tony Snell,20170108,mil,was,H,20170108-was-mil,14,101,107,1,34.13333333,1,1,9.4,10,9.75,9.9,7pt 2rb 1trey 3-6fg,0,0,3600,100,3400,100,6250,300,10,0,3,23,23,3,2017-01-08
4298,"Monroe, Greg",Greg Monroe,20170108,mil,was,H,20170108-was-mil,14,101,107,0,32.68333333,1,1,37.9,41.5,40.25,37.9,12pt 12rb 3as 4st 1bl 3to 5-12fg 2-2ft,1,0,6100,600,6100,300,10200,50,16,2,5,5,45,5,2017-01-08
4607,"Plumlee, Mason",Mason Plumlee,20170108,por,det,H,20170108-det-por,21,124,125,1,39.75,1,1,43,46.5,44.5,43,8pt 10rb 12as 1st 3bl 3to 4-12fg 0-2ft,1,0,6500,200,NA,NA,11300,-450,NA,NA,5,NA,45,NA,2017-01-08
4792,"Powell, Norman",Norman Powell,20170108,tor,hou,H,20170108-hou-tor,18,122,129,1,21.6,1,1,12.7,15.25,15.25,13.7,10pt 1rb 3as 3to 2trey 3-7fg 2-2ft,0,0,3500,0,4200,500,6250,-50,10,0,2,23,23,3,2017-01-08
2428,"Pierce, Paul",Paul Pierce,20170108,lac,mia,H,20170108-mia-lac,15.5,98,86,0,0,0,1,0,0,0,0,,0,0,3500,0,3000,0,5100,0,10,0,3,3,34,3,2017-01-08
5009,"Ellenson, Henry",Henry Ellenson,20170108,det,por,A,20170108-det-por,21,125,124,0,0,0,1,0,0,0,0,,0,0,3500,0,NA,NA,5000,0,NA,NA,4,NA,4,NA,2017-01-08
3651,"Livingston, Shaun",Shaun Livingston,20170108,gsw,sac,A,20170108-gsw-sac,21,117,106,0,18.53333333,1,1,9.4,10,9.75,9.4,6pt 2rb 1st 1to 3-4fg,0,0,3500,0,3600,0,5500,350,10,0,1,1,12,1,2017-01-08
4931,"Quarterman, Tim",Tim Quarterman,20170108,por,det,H,20170108-det-por,21,124,125,0,0,0,0,0,0,0,0,,0,0,3500,0,NA,NA,5000,0,NA,NA,1,NA,1,NA,2017-01-08
4791,"Wright, Delon",Delon Wright,20170108,tor,hou,H,20170108-hou-tor,18,122,129,0,0,0,0,0,0,0,0,,0,0,3500,0,3000,0,5000,0,10,0,1,1,1,1,2017-01-08
4565,"Withey, Jeff",Jeff Withey,20170108,uta,mem,A,20170108-uta-mem,20,79,88,0,0,0,1,0,0,0,0,,0,0,3500,0,3000,0,5000,0,10,0,5,5,5,5,2017-01-08
4762,"Embiid, Joel",Joel Embiid,20170108,phi,bkn,A,20170108-phi-bkn,12,105,95,1,23.98333333,1,1,33,34.75,33,33,20pt 5rb 4as 2bl 3to 8-14fg 4-5ft,0,0,7300,100,7900,200,15700,350,35,0,5,45,45,4,2017-01-08
4203,"Carroll, DeMarre",DeMarre Carroll,20170108,tor,hou,H,20170108-hou-tor,18,122,129,1,33.68333333,1,1,36.6,40.5,42.25,39.6,26pt 8rb 1st 1to 6trey 7-12fg 6-6ft,0,0,3500,0,3800,0,9050,0,11,-2,3,34,34,3,2017-01-08
4691,"Black, Tarik",Tarik Black,20170108,lal,orl,H,20170108-orl-lal,21.5,111,95,0,11.83333333,1,1,11.6,12.25,11.75,11.6,7pt 3rb 1st 1to 3-5fg 1-1ft,0,0,3700,200,3000,0,5800,-200,10,0,4,5,45,5,2017-01-08
4707,"Exum, Dante",Dante Exum,20170108,uta,mem,A,20170108-uta-mem,20,79,88,0,0,0,1,0,0,0,0,,0,0,3500,0,3000,0,6850,-50,10,0,1,1,12,1,2017-01-08
4832,"McRae, Jordan",Jordan McRae,20170108,cle,pho,A,20170108-cle-pho,20.5,120,116,0,0,0,1,0,0,0,0,,0,0,3600,-200,3900,-700,5000,0,11,0,2,2,12,2,2017-01-08
4521,"Leonard, Meyers",Meyers Leonard,20170108,por,det,H,20170108-det-por,21,124,125,0,18.25,1,1,13.8,15,14.5,14.8,6pt 4rb 2as 2trey 2-8fg,0,0,3500,0,NA,NA,6000,-300,NA,NA,4,NA,45,NA,2017-01-08
4616,"Caldwell-Pope, Kentavious",Kentavious Caldwell-Pope,20170108,det,por,A,20170108-det-por,21,125,124,1,48.46666667,1,1,38.8,42.5,43,40.8,26pt 4rb 2as 4st 3to 4trey 9-14fg 4-5ft,0,0,5500,-200,NA,NA,10050,-100,NA,NA,2,NA,2,NA,2017-01-08
4694,"Napier, Shabazz",Shabazz Napier,20170108,por,det,H,20170108-det-por,21,124,125,0,0,0,1,0,0,0,0,,0,0,3500,0,NA,NA,5000,0,NA,NA,1,NA,1,NA,2017-01-08
4798,"Nance, Larry",Larry Nance,20170108,lal,orl,H,20170108-orl-lal,21.5,111,95,0,0,0,0,0,0,0,0,,0,0,4000,0,3500,0,7950,0,10,0,4,34,4,4,2017-01-08
4556,"Baynes, Aron",Aron Baynes,20170108,det,por,A,20170108-det-por,21,125,124,0,6.1,1,1,3.2,3.25,2.75,3.2,2pt 1rb 1-3fg,0,0,3500,0,NA,NA,5150,150,NA,NA,5,NA,5,NA,2017-01-08
4650,"McGruder, Rodney",Rodney McGruder,20170108,mia,lac,A,20170108-mia-lac,15.5,86,98,1,34.2,1,1,14.8,15.5,14.5,15.3,5pt 4rb 2as 1st 1trey 1-7fg 2-2ft,0,0,3500,0,3000,-100,5000,-550,10,0,3,23,2,2,2017-01-08
4315,"Smith, Ishmael",Ishmael Smith,20170108,det,por,A,20170108-det-por,21,125,124,0,20.7,1,1,17.9,18.5,18.5,18.4,9pt 2rb 3as 1st 1trey 4-6fg,0,0,3600,0,NA,NA,8650,500,NA,NA,1,NA,1,NA,2017-01-08
4228,"Collison, Darren",Darren Collison,20170108,sac,gsw,H,20170108-gsw-sac,21,106,117,1,30.33333333,1,1,22.2,24.25,24.5,23.2,14pt 1rb 2as 3st 2to 2trey 6-9fg,0,0,4500,100,4700,200,10350,500,16,0,1,1,1,1,2017-01-08
4266,"Bledsoe, Eric",Eric Bledsoe,20170108,pho,cle,H,20170108-cle-pho,20.5,116,120,1,38.56666667,1,1,48.4,52,52.5,50.4,31pt 2rb 8as 2st 1bl 3to 4trey 12-18fg 3-3ft,0,0,7800,-200,6900,-400,15550,200,33,2,1,1,12,1,2017-01-08
4610,"Dellavedova, Matthew",Matthew Dellavedova,20170108,mil,was,H,20170108-was-mil,14,101,107,0,17.95,1,1,11.4,12,11,11.4,2pt 2rb 4as 1st 1to 1-5fg,0,0,3900,0,3700,0,8700,150,10,0,1,12,12,2,2017-01-08
4728,"Parker, Jabari",Jabari Parker,20170108,mil,was,H,20170108-was-mil,14,101,107,1,40.6,1,1,52.1,55,53,53.6,28pt 8rb 7as 2st 1bl 2to 3trey 9-21fg 7-9ft,0,0,7100,100,7300,0,13200,600,34,0,4,34,34,4,2017-01-08
4658,"Daniels, Troy",Troy Daniels,20170108,mem,uta,H,20170108-uta-mem,20,88,79,0,12.75,1,1,7.4,9,9.5,8.4,6pt 2rb 1to 2trey 2-4fg,0,0,3600,0,3000,-100,6250,-550,10,0,2,2,12,2,2017-01-08
4382,"Knight, Brandon",Brandon Knight,20170108,pho,cle,H,20170108-cle-pho,20.5,116,120,0,13.81666667,1,1,6.7,7.25,6,6.7,3pt 1rb 1as 1st 1to 0-4fg 3-4ft,0,0,4400,100,3900,-100,9650,100,10,0,2,12,12,1,2017-01-08
3853,"Anderson, Alan",Alan Anderson,20170108,lac,mia,H,20170108-mia-lac,15.5,98,86,0,0,0,1,0,0,0,0,,0,0,3500,0,3000,0,5000,0,10,0,2,2,23,2,2017-01-08
3304,"Johnson, Joe",Joe Johnson,20170108,uta,mem,A,20170108-uta-mem,20,79,88,0,16.83333333,1,1,9.6,9.75,8.5,9.6,6pt 3rb 3-8fg,0,0,3600,0,3200,-100,7900,0,10,0,3,23,23,2,2017-01-08
4906,"Whitehead, Isaiah",Isaiah Whitehead,20170108,bkn,phi,H,20170108-phi-bkn,12,95,105,1,20.65,1,1,11.1,14.75,14.25,11.6,5pt 3rb 3as 2bl 6to 1trey 2-6fg,0,0,3600,0,3600,100,5000,0,10,0,1,1,12,1,2017-01-08
4776,"Hezonja, Mario",Mario Hezonja,20170108,orl,lal,A,20170108-orl-lal,21.5,95,111,0,0.883333333,1,1,4.4,4.5,4.25,4.4,2pt 2rb 0-1fg 2-2ft,0,0,3500,0,3000,0,5000,0,10,0,2,2,2,2,2017-01-08
4817,"Cauley-Stein, Willie",Willie Cauley-Stein,20170108,sac,gsw,H,20170108-gsw-sac,21,106,117,0,0,0,1,0,0,0,0,,0,0,3500,0,3000,0,5850,150,10,0,4,5,45,5,2017-01-08
